Cipu;Ra Luos;Endereço Cartorial;Setor;Quadra;Conjunto;Lote;Área de Projeto;Código ;Uos Parâmetro;Uos Setor;Padrão Cores;Inicio de Faixa;Fim de Faixa;Faixa de área;Coef. de aprov. básico;Coef. aprov. máximo;Taxa de ocupação;Taxa de permeabilidade;Altura máxima;Afast. de frente;Afast. de fundo;Afast. lat. direito;Afast. lat. esquerdo;Obs. de afastamento;Galeria;Cota de soleira;Notas específicas;Subsolo;Marquise em área pública;x;y
"212.196";GUARÁ;SRIA II QE 34 CJ I LT 9;SRIA II;QE 34;CJ I;LT 9;"120";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"212.317";GUARÁ;SRIA II QE 19 CJ K LT 20;SRIA II;QE 19;CJ K;LT 20;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"212.408";GUARÁ;SRIA II QE 28 CJ L LT 5;SRIA II;QE 28;CJ L;LT 5;"120";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"212.519";GUARÁ;SRIA II QE 15 CJ C LT 15;SRIA II;QE 15;CJ C;LT 15;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"212.543";GUARÁ;SRIA II QE 38 CJ J LT 33;SRIA II;QE 38;CJ J;LT 33;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"212.712";GUARÁ;SRIA II QE 38 CJ A1 LT 14;SRIA II;QE 38;CJ A1;LT 14;"144";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"212.819";GUARÁ;SRIA II QE 26 CJ E LT 7;SRIA II;QE 26;CJ E;LT 7;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"213.516";GUARÁ;SRIA II QE 38 CJ C LT 61;SRIA II;QE 38;CJ C;LT 61;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"213.644";GUARÁ;SRIA II QE 15 CJ U LT 29;SRIA II;QE 15;CJ U;LT 29;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"213.795";GUARÁ;SRIA II QE 24 CJ C LT 23;SRIA II;QE 24;CJ C;LT 23;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"213.826";GUARÁ;SRIA II QE 24 CJ D LT 21;SRIA II;QE 24;CJ D;LT 21;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"213.970";GUARÁ;SRIA II QE 34 CJ L LT 19;SRIA II;QE 34;CJ L;LT 19;"200";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"214.022";GUARÁ;SRIA II QE 34 CJ B LT 20;SRIA II;QE 34;CJ B;LT 20;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"214.118";GUARÁ;SRIA II QE 26 CJ N LT 25;SRIA II;QE 26;CJ N;LT 25;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"214.158";GUARÁ;SRIA II QE 15 CJ E LT 43;SRIA II;QE 15;CJ E;LT 43;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"214.159";GUARÁ;SRIA II QE 28 CJ S LT 23;SRIA II;QE 28;CJ S;LT 23;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"214.321";GUARÁ;SRIA II QE 30 CJ R LT 9;SRIA II;QE 30;CJ R;LT 9;"203,23";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"214.322";GUARÁ;SRIA II QE 19 CJ C LT 22;SRIA II;QE 19;CJ C;LT 22;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"214.343";GUARÁ;SRIA II QE 32 CJ H LT 15;SRIA II;QE 32;CJ H;LT 15;"206,96";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"214.367";GUARÁ;SRIA II QE 38 CJ J LT 29;SRIA II;QE 38;CJ J;LT 29;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"214.737";GUARÁ;SRIA II QE 30 CJ M LT 11;SRIA II;QE 30;CJ M;LT 11;"208,5";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"215.046";GUARÁ;SRIA II QE 15 CJ S LT 18;SRIA II;QE 15;CJ S;LT 18;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"215.750";GUARÁ;SRIA II QE 32 CJ G LT 30;SRIA II;QE 32;CJ G;LT 30;"206,75";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"216.281";GUARÁ;SRIA II QE 38 CJ E1 LT 14;SRIA II;QE 38;CJ E1;LT 14;"144";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"216.855";GUARÁ;SRIA II QE 26 CJ O LT 16;SRIA II;QE 26;CJ O;LT 16;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"217.363";GUARÁ;SRIA II QE 30 CJ K LT 9;SRIA II;QE 30;CJ K;LT 9;"208,19";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"217.404";GUARÁ;SRIA II QE 30 CJ M LT 28;SRIA II;QE 30;CJ M;LT 28;"202,61";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"217.405";GUARÁ;SRIA II QE 17 CJ G LT 19;SRIA II;QE 17;CJ G;LT 19;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"217.708";GUARÁ;SRIA II QE 28 CJ Q LT 38;SRIA II;QE 28;CJ Q;LT 38;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"217.720";GUARÁ;SRIA II QE 32 CJ G LT 9;SRIA II;QE 32;CJ G;LT 9;"202,1";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"217.832";GUARÁ;SRIA II QE 34 CJ C LT 15;SRIA II;QE 34;CJ C;LT 15;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"217.839";GUARÁ;SRIA II QE 15 CJ T LT 17;SRIA II;QE 15;CJ T;LT 17;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"218.694";GUARÁ;SRIA II QE 38 CJ E1 LT 8;SRIA II;QE 38;CJ E1;LT 8;"144";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.364";GUARÁ;SRIA II QE 28 CJ E LT 26;SRIA II;QE 28;CJ E;LT 26;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.365";GUARÁ;SRIA II QE 28 CJ H LT 34;SRIA II;QE 28;CJ H;LT 34;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.380";GUARÁ;SRIA II QE 26 CJ Q LT 32;SRIA II;QE 26;CJ Q;LT 32;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.382";GUARÁ;SRIA II QE 38 CJ A LT 16;SRIA II;QE 38;CJ A;LT 16;"120";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.389";GUARÁ;SRIA II QE 26 CJ C LT 11;SRIA II;QE 26;CJ C;LT 11;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.390";GUARÁ;SRIA II QE 15 CJ N LT 12;SRIA II;QE 15;CJ N;LT 12;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.392";GUARÁ;SRIA II QE 32 CJ B LT 53;SRIA II;QE 32;CJ B;LT 53;"201,88";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.393";GUARÁ;SRIA II QE 15 CJ H LT 25;SRIA II;QE 15;CJ H;LT 25;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.398";GUARÁ;SRIA II QE 15 CJ N LT 43;SRIA II;QE 15;CJ N;LT 43;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.403";GUARÁ;SRIA II QE 38 CJ A LT 66;SRIA II;QE 38;CJ A;LT 66;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.408";GUARÁ;SRIA II QE 17 CJ F LT 30;SRIA II;QE 17;CJ F;LT 30;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.410";GUARÁ;SRIA II QE 15 CJ S LT 3;SRIA II;QE 15;CJ S;LT 3;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.411";GUARÁ;SRIA II QE 34 CJ H LT 8;SRIA II;QE 34;CJ H;LT 8;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.420";GUARÁ;SRIA II QE 28 CJ R LT 2;SRIA II;QE 28;CJ R;LT 2;"120";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.421";GUARÁ;SRIA II QE 15 CJ U LT 10;SRIA II;QE 15;CJ U;LT 10;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.423";GUARÁ;SRIA II QE 30 CJ G LT 42;SRIA II;QE 30;CJ G;LT 42;"202,17";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.427";GUARÁ;SRIA II QE 19 CJ D LT 22;SRIA II;QE 19;CJ D;LT 22;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.428";GUARÁ;SRIA II QE 17 CJ L LT 21;SRIA II;QE 17;CJ L;LT 21;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.437";GUARÁ;SRIA II QE 30 CJ J LT 22;SRIA II;QE 30;CJ J;LT 22;"207,62";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.443";GUARÁ;SRIA II QE 19 CJ L LT 21;SRIA II;QE 19;CJ L;LT 21;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.464";GUARÁ;SRIA II QE 19 CJ L LT 28;SRIA II;QE 19;CJ L;LT 28;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.480";GUARÁ;SRIA II QE 28 CJ K LT 26;SRIA II;QE 28;CJ K;LT 26;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.487";GUARÁ;SRIA II QE 32 CJ I LT 19;SRIA II;QE 32;CJ I;LT 19;"202,26";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.492";GUARÁ;SRIA II QE 19 CJ L LT 29;SRIA II;QE 19;CJ L;LT 29;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.497";GUARÁ;SRIA II QE 28 CJ J LT 4;SRIA II;QE 28;CJ J;LT 4;"120";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.498";GUARÁ;SRIA II QE 26 CJ A LT 9;SRIA II;QE 26;CJ A;LT 9;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.500";GUARÁ;SRIA II QE 38 ÁREA CENTRAL LT 14;SRIA II;QE 38;AREA CENTRAL;LT 14;"107,879";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.501";GUARÁ;SRIA II QE 26 CJ C LT 17;SRIA II;QE 26;CJ C;LT 17;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.508";GUARÁ;SRIA II QE 28 CJ O LT 7;SRIA II;QE 28;CJ O;LT 7;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.520";GUARÁ;SRIA II QE 26 CJ N LT 24;SRIA II;QE 26;CJ N;LT 24;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.521";GUARÁ;SRIA II QE 13 CJ C LT 55;SRIA II;QE 13;CJ C;LT 55;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.522";GUARÁ;SRIA II QE 26 CJ K LT 8;SRIA II;QE 26;CJ K;LT 8;"200";1006;RO 2;RO 2;RO 2;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.523";GUARÁ;SRIA II QE 26 CJ F LT 9;SRIA II;QE 26;CJ F;LT 9;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.524";GUARÁ;SRIA II QE 30 CJ I LT 13;SRIA II;QE 30;CJ I;LT 13;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.525";GUARÁ;SRIA II QE 26 CJ H LT 3;SRIA II;QE 26;CJ H;LT 3;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.530";GUARÁ;SRIA II QE 15 CJ Q LT 44;SRIA II;QE 15;CJ Q;LT 44;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.531";GUARÁ;SRIA II QE 32 CJ I LT 20;SRIA II;QE 32;CJ I;LT 20;"207,16";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.553";GUARÁ;SRIA II QE 32 CJ B LT 17;SRIA II;QE 32;CJ B;LT 17;"201,88";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.560";GUARÁ;SRIA II QE 15 CJ T LT 3;SRIA II;QE 15;CJ T;LT 3;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.567";GUARÁ;SRIA II QE 19 CJ H LT 36;SRIA II;QE 19;CJ H;LT 36;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.570";GUARÁ;SRIA II QE 26 CJ S LT 6;SRIA II;QE 26;CJ S;LT 6;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.577";GUARÁ;SRIA II QE 26 CJ E LT 18;SRIA II;QE 26;CJ E;LT 18;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.578";GUARÁ;SRIA II QE 24 CJ C LT 35;SRIA II;QE 24;CJ C;LT 35;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.581";GUARÁ;SRIA II QE 15 CJ P LT 16;SRIA II;QE 15;CJ P;LT 16;"200";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.582";GUARÁ;SRIA II QE 38 CJ K LT 2;SRIA II;QE 38;CJ K;LT 2;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
"219.587";GUARÁ;SRIA II QE 38 CJ A LT 87;SRIA II;QE 38;CJ A;LT 87;"120";1005;RO 1;RO 1;RO 1;"0";"500";a≤500;"2,4";"2,4";"100";;"10,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;PROIBIDO;;
