,,,,,,RE 1,RE 2,RE 3,RO 1,RO 2,CSIIR 1 NO,CSIIR 1,CSIIR 2 NO,CSIIR 2,CSIIR 3,CSII 1,CSII 2,CSII 3,CSIIndR,CSIInd 1,CSIInd 2,CSIInd 3,Inst,PAC 1,PAC 2,PAC 3
,23-C,"23,3",23.30-3,2330-3/01,"Fabricação de estruturas pré-moldadas de concreto armado, em série e sob encomenda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,23-C,"23,3",23.30-3,2330-3/02,Fabricação de artefatos de cimento para uso na construção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,23-C,"23,3",23.30-3,2330-3/03,Fabricação de artefatos de fibrocimento para uso na construção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,23-C,"23,3",23.30-3,2330-3/04,Fabricação de casas pré-moldadas de concreto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,23-C,"23,3",23.30-3,2330-3/05,Preparação de massa de concreto e argamassa para construção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,23-C,"23,3",23.30-3,2330-3/99,"Fabricação de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,23-C,"23,4",23.41-9,2341-9/00,Fabricação de produtos cerâmicos refratários,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0
,23-C,"23,4",23.42-7,2342-7/01,Fabricação de azulejos e pisos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,23-C,"23,4",23.42-7,2342-7/02,"Fabricação de artefatos de cerâmica e barro cozido para uso na construção, exceto azulejos e pisos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,23-C,"23,4",23.49-4,2349-4/01,Fabricação de material sanitário de cerâmica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,23-C,"23,4",23.49-4,2349-4/99,Fabricação de produtos cerâmicos não-refratários não especificados anteriormente (inclusive artesanal)(vide outros produtos citados nas Notas Explicativas da CNAE) (ns UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,23-C,"23,9",23.91-5,2391-5/01,"Britamento de pedras, exceto associado à extração",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,23-C,"23,9",23.91-5,2391-5/02,"Aparelhamento de pedras para construção, exceto associado à extração",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,23-C,"23,9",23.91-5,2391-5/03,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
,23-C,"23,9",23.92-3,2392-3/00,Fabricação de cal e gesso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,23-C,"23,9",23.99-1,2399-1/01,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,23-C,"23,9",23.99-1,2399-1/02,"Fabricação de abrasivos (lixas, pedras de afiar, esmeril, ...)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,23-C,"23,9",23.99-1,2399-1/99,"Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente (amianto, grafita, asfalto, breu, lã de vidro, mica, turfa - vide outros produtos citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,24-C,"24,1",24.11-3,2411-3/00,Produção de ferro-gusa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,24-C,"24,1",24.12-1,2412-1/00,Produção de ferroligas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,24-C,"24,2",24.21-1,2421-1/00,Produção de semi-acabados de aço,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,24-C,"24,2",24.22-9,2422-9/01,"Produção de laminados planos de aço ao carbono, revestidos ou não",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,24-C,"24,2",24.22-9,2422-9/02,Produção de laminados planos de aços especiais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,24-C,"24,2",24.23-7,2423-7/01,Produção de tubos de aço sem costura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,24-C,"24,2",24.23-7,2423-7/02,"Produção de laminados longos de aço, exceto tubos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,24-C,"24,2",24.24-5,2424-5/01,Produção de arames de aço,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,24-C,"24,2",24.24-5,2424-5/02,"Produção de relaminados, trefilados e perfilados de aço, exceto arames",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,24-C,"24,3",24.31-8,2431-8/00,Produção de tubos de aço com costura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,24-C,"24,3",24.39-3,2439-3/00,Produção de outros tubos de ferro e aço,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,24-C,"24,4",24.41-5,2441-5/01,Produção de alumínio e suas ligas em formas primárias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,24-C,"24,4",24.41-5,2441-5/02,Produção de laminados de alumínio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,24-C,"24,4",24.42-3,2442-3/00,Metalurgia dos metais preciosos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,24-C,"24,4",24.43-1,2443-1/00,Metalurgia do cobre,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,24-C,"24,4",24.49-1,2449-1/01,Produção de zinco em formas primárias,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,24-C,"24,4",24.49-1,2449-1/02,Produção de laminados de zinco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,24-C,"24,4",24.49-1,2449-1/03,Fabricação de ânodos para galvanoplastia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,24-C,"24,4",24.49-1,2449-1/99,Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente (vide outros metais citados nas Notas Explicativas da CNAE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,24-C,"24,5",24.51-2,2451-2/00,Fundição de ferro e aço,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,24-C,"24,5",24.52-1,2452-1/00,Fundição de metais não-ferrosos e suas ligas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,25-C,"25,1",25.11-0,2511-0/00,Fabricação de estruturas metálicas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,25-C,"25,1",25.12-8,2512-8/00,Fabricação de esquadrias de metal,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,25-C,"25,1",25.13-6,2513-6/00,Fabricação de obras de caldeiraria pesada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,25-C,"25,2",25.21-7,2521-7/00,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,25-C,"25,2",25.22-5,2522-5/00,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,25-C,"25,3",25.31-4,2531-4/01,Produção de forjados de aço,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,25-C,"25,3",25.31-4,2531-4/02,Produção de forjados de metais não-ferrosos e suas ligas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,25-C,"25,3",25.32-2,2532-2/01,Produção de artefatos estampados de metal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,25-C,"25,3",25.32-2,2532-2/02,Metalurgia do pó,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,25-C,"25,3",25.39-0,2539-0/01,"Serviços de usinagem, tornearia e solda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,25-C,"25,3",25.39-0,2539-0/02,Serviços de tratamento e revestimento em metais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,25-C,"25,4",25.41-1,2541-1/00,Fabricação de artigos de cutelaria,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,25-C,"25,4",25.42-0,2542-0/00,"Fabricação de artigos de serralheria, exceto esquadrias",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,25-C,"25,4",25.43-8,2543-8/00,Fabricação de ferramentas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,25-C,"25,5",25.50-1,2550-1/01,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,25-C,"25,5",25.50-1,2550-1/02,"Fabricação de armas de fogo, outras armas e munições",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,25-C,"25,9",25.91-8,2591-8/00,Fabricação de embalagens metálicas,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,0
,25-C,"25,9",25.92-6,2592-6/01,Fabricação de produtos de trefilados de metal padronizados,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,25-C,"25,9",25.92-6,2592-6/02,"Fabricação de produtos de trefilados de metal, exceto padronizados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,25-C,"25,9",25.93-4,2593-4/00,Fabricação de artigos de metal para uso doméstico e pessoal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,25-C,"25,9",25.99-3,2599-3/01,Serviços de confecção de armações metálicas para a construção,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
,25-C,"25,9",25.99-3,2599-3/02,Serviço de corte e dobra de metais,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,25-C,"25,9",25.99-3,2599-3/99,"Fabricação de outros produtos de metal não especificados anteriormente (trofeus, cofres, hélices, ferragens - vide outros produtos citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,26-C,"26,1",26.10-8,2610-8/00,Fabricação de componentes eletrônicos,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,26-C,"26,2",26.21-3,2621-3/00,Fabricação de equipamentos de informática,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,26-C,"26,2",26.22-1,2622-1/00,Fabricação de periféricos para equipamentos de informática,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,26-C,"26,3",26.31-1,2631-1/00,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,26-C,"26,3",26.32-9,2632-9/00,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,26-C,"26,4",26.40-0,2640-0/00,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,26-C,"26,5",26.51-5,2651-5/00,"Fabricação de aparelhos e equipamentos de medida, teste e controle",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,26-C,"26,5",26.52-3,2652-3/00,Fabricação de cronômetros e relógios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,26-C,"26,6",26.60-4,2660-4/00,Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,26-C,"26,7",26.70-1,2670-1/01,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,26-C,"26,7",26.70-1,2670-1/02,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,26-C,"26,8",26.80-9,2680-9/00,"Fabricação de mídias virgens, magnéticas e ópticas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,27-C,"27,1",27.10-4,2710-4/01,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,27-C,"27,1",27.10-4,2710-4/02,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,27-C,"27,1",27.10-4,2710-4/03,"Fabricação de motores elétricos, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,27-C,"27,2",27.21-0,2721-0/00,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,27-C,"27,2",27.22-8,2722-8/01,Fabricação de baterias e acumuladores para veículos automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,27-C,"27,2",27.22-8,2722-8/02,Recondicionamento de baterias e acumuladores para veículos automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,27-C,"27,3",27.31-7,2731-7/00,Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,27-C,"27,3",27.32-5,2732-5/00,Fabricação de material elétrico para instalações em circuito de consumo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,27-C,"27,3",27.33-3,2733-3/00,"Fabricação de fios, cabos e condutores elétricos isolados",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,27-C,"27,4",27.40-6,2740-6/01,Fabricação de lâmpadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,27-C,"27,4",27.40-6,2740-6/02,Fabricação de luminárias e outros equipamentos de iluminação,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,27-C,"27,5",27.51-1,2751-1/00,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,27-C,"27,5",27.59-7,2759-7/01,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,27-C,"27,5",27.59-7,2759-7/99,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios (vide outros produtos citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,27-C,"27,9",27.90-2,2790-2/01,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,27-C,"27,9",27.90-2,2790-2/02,Fabricação de equipamentos para sinalização e alarme,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,27-C,"27,9",27.90-2,2790-2/99,"Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente (placar eletrônico, pistola para solda - vide outros produtos citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,28-C,"28,1",28.11-9,2811-9/00,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,1",28.12-7,2812-7/00,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,1",28.13-5,2813-5/00,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,1",28.14-3,2814-3/01,"Fabricação de compressores para uso industrial, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,1",28.14-3,2814-3/02,"Fabricação de compressores para uso não-industrial, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,1",28.15-1,2815-1/01,Fabricação de rolamentos para fins industriais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,28-C,"28,1",28.15-1,2815-1/02,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,2",28.21-6,2821-6/01,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,2",28.21-6,2821-6/02,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,2",28.22-4,2822-4/01,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,2",28.22-4,2822-4/02,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,2",28.23-2,2823-2/00,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,2",28.24-1,2824-1/01,Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,2",28.24-1,2824-1/02,Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,2",28.25-9,2825-9/00,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,2",28.29-1,2829-1/01,"Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,28-C,"28,2",28.29-1,2829-1/99,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios (vide outros citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,28-C,"28,3",28.31-3,2831-3/00,"Fabricação de tratores agrícolas, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,3",28.32-1,2832-1/00,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,3",28.33-0,2833-0/00,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,4",28.40-2,2840-2/00,"Fabricação de máquinas-ferramenta, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,5",28.51-8,2851-8/00,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,28-C,"28,5",28.52-6,2852-6/00,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,5",28.53-4,2853-4/00,"Fabricação de tratores, peças e acessórios, exceto agrícolas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,5",28.54-2,2854-2/00,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,28-C,"28,6",28.61-5,2861-5/00,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,6",28.62-3,2862-3/00,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,6",28.63-1,2863-1/00,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,6",28.64-0,2864-0/00,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,6",28.65-8,2865-8/00,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,6",28.66-6,2866-6/00,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,28-C,"28,6",28.69-1,2869-1/00,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios (vide outros citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,29-C,"29,1",29.10-7,2910-7/01,"Fabricação de automóveis, camionetas e utilitários",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,29-C,"29,1",29.10-7,2910-7/02,"Fabricação de chassis com motor para automóveis, camionetas e utilitários",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,29-C,"29,1",29.10-7,2910-7/03,"Fabricação de motores para automóveis, camionetas e utilitários",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,29-C,"29,2",29.20-4,2920-4/01,Fabricação de caminhões e ônibus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,29-C,"29,2",29.20-4,2920-4/02,Fabricação de motores para caminhões e ônibus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,29-C,"29,3",29.30-1,2930-1/01,"Fabricação de cabines, carrocerias e reboques para caminhões",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,29-C,"29,3",29.30-1,2930-1/02,Fabricação de carrocerias para ônibus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,29-C,"29,3",29.30-1,2930-1/03,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,29-C,"29,4",29.41-7,2941-7/00,Fabricação de peças e acessórios para o sistema motor de veículos automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,29-C,"29,4",29.42-5,2942-5/00,Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,29-C,"29,4",29.43-3,2943-3/00,Fabricação de peças e acessórios para o sistema de freios de veículos automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,29-C,"29,4",29.44-1,2944-1/00,Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,29-C,"29,4",29.45-0,2945-0/00,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,29-C,"29,4",29.49-2,2949-2/01,Fabricação de bancos e estofados para veículos automotores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,29-C,"29,4",29.49-2,2949-2/99,Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente (vide outros produtos citados nas Notas Explicativas da CNAE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,30-C,"30,1",30.11-3,3011-3/01,Construção de embarcações de grande porte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,30-C,"30,1",30.11-3,3011-3/02,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,30-C,"30,1",30.12-1,3012-1/00,Construção de embarcações para esporte e lazer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
,30-C,"30,3",30.31-8,3031-8/00,"Fabricação de locomotivas, vagões e outros materiais rodantes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,30-C,"30,3",30.32-6,3032-6/00,Fabricação de peças e acessórios para veículos ferroviários,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,30-C,"30,4",30.41-5,3041-5/00,Fabricação de aeronaves,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,30-C,"30,4",30.42-3,3042-3/00,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,30-C,"30,5",30.50-4,3050-4/00,Fabricação de veículos militares de combate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
